subscription_id,user_id,plan_type,currency,amount_paid,starting_date,ending_date,status,billing_cycle,auto_renew
SUB000346,USR02408,Basic,AED,47.44,26/06/2025,,Active,Monthly,0
SUB003243,USR01260,Pro,AED,159.1,04/09/2024,11/04/2025,Active,Annual,1
SUB000793,USR01376,Enterprise,aed,466.99,10/09/2023,,Active,monthly,FALSE
SUB003073,USR01594,Free,AED,0,26/01/2026,29/01/2026,Active,N/A,FALSE
SUB003231,USR02939,Free,AED,0,05/11/2024,21/10/2024,Active,N/A,0
SUB001922,USR02951,Pro,AED,147.41,27/05/2025,,Active,N/A,TRUE
SUB001310,USR02849,Pro,AED,148.24,05/10/2025,18/10/2024,Cancelled,,
SUB001364,USR01908,Pro,AED,-134.45,16/08/2024,07/07/2025,Active,monthly,1
SUB001204,USR02012,Free,USD,0,16/05/2025,03/12/2025,Paused,monthly,TRUE
SUB002294,USR02541,Basic,AED,48.34,23/09/2024,16/01/2026,Expired,N/A,FALSE
SUB000572,USR02104,Free,AED,0,08/05/2026,,Cancelled,ANNUAL,0
SUB002513,USR02522,Free,USD,0,03/09/2025,,Active,Annual,no
SUB003414,USR01975,Basic,AED,46.01,07/02/2025,28/04/2025,Expired,Annual,FALSE
SUB000216,USR02467,Free,AED,0,23/10/2024,,Active,monthly,yes
SUB001075,USR02900,Free,AED,0,22/10/2023,09/09/2025,Active,Annual,yes
SUB000655,USR02752,Free,AED,0,,,Cancelled,,no
SUB001435,USR02093,Free,AED,0,01/11/2024,,Cancelled,Annual,no
SUB001002,USR02391,Basic,AED,52.57,22/07/2024,15/03/2025,Expired,monthly,TRUE
SUB002109,USR00359,Basic,AED,48.75,31/01/2024,11/01/2025,Paused,Annual,FALSE
SUB000170,USR00420,Free,USD,0,13/05/2023,05/11/2025,Expired,Annual,TRUE
SUB000870,USR02458,Basic,AED,51.75,,,Paused,Monthly,no
SUB001142,USR02406,Free,USD,0,12/08/2024,29/03/2027,Active,monthly,
SUB000353,USR02799,Free,AED,0,19/06/2025,28/05/2025,Active,Annual,
SUB000398,USR01987,Enterprise,AED,500.93,08/07/2024,,Paused,Annual,FALSE
SUB003286,USR02069,Free,AED,0,12/08/2024,22/11/2025,Active,Annual,0
SUB002574,USR00674,Pro,AED,152.93,22/07/2025,02/01/2025,Paused,Monthly,TRUE
SUB002614,USR00638,Free,aed,0,22/04/2026,01/04/2027,Active,Monthly,no
SUB001212,USR00326,Pro,AED,151.96,18/11/2025,,Cancelled,monthly,TRUE
SUB000157,USR01646,Basic,USD,50.13,30/07/2023,18/06/2025,Active,Monthly,FALSE
SUB001880,USR02515,Pro,AED,149.96,22/10/2024,21/06/2024,Expired,Annual,1
SUB001560,USR00277,Free,USD,0,24/08/2025,26/03/2027,Paused,Annual,TRUE
SUB003451,USR02825,Basic,AED,46.58,04/04/2024,,Active,N/A,no
SUB000600,USR00646,N/A,AED,378.61,26/05/2024,,Expired,Annual,no
SUB002827,USR02318,Basic,USD,47.83,12/03/2026,03/05/2027,Paused,Annual,FALSE
SUB002467,USR01093,Pro,AED,147.68,12/02/2024,,Active,monthly,TRUE
SUB001685,USR00613,Free,USD,0,05/03/2025,08/03/2025,Active,ANNUAL,
SUB000662,USR01101,Proo,AED,100.14,27/04/2025,23/01/2026,Expired,monthly,FALSE
SUB000527,USR02121,Free,AED,0,04/11/2023,28/11/2025,Paused,Monthly,0
SUB002476,USR02348,Basic,AED,50.66,26/06/2025,,Cancelled,N/A,
SUB001886,USR02309,Free,AED,0,15/07/2024,,Active,N/A,
SUB001590,USR01857,Pro,USD,160.18,13/07/2023,,Active,N/A,
SUB000570,USR00876,Pro,AED,,07/09/2025,16/08/2026,Active,Monthly,1
SUB002389,USR00833,Basic,USD,46.91,09/09/2024,15/03/2026,Paused,Monthly,TRUE
SUB000021,USR02568,Pro,USD,160.29,22/02/2026,,Active,N/A,1
SUB000877,USR02414,Free,AED,0,21/09/2025,13/07/2026,Active,Monthly,no
SUB000145,USR02847,Pro,AED,137.82,03/11/2025,,Expired,ANNUAL,0
SUB003442,USR01476,,AED,366.25,18/03/2025,19/12/2025,Active,,no
SUB002383,USR00371,Basic,AED,53.8,20/11/2025,15/05/2024,Cancelled,Annual,FALSE
SUB002730,USR02771,Pro,USD,145.13,27/10/2024,14/06/2024,Active,Annual,FALSE
SUB001720,USR01004,N/A,USD,9.94,23/05/2023,09/02/2027,Paused,,
SUB000223,USR02480,Pro,AED,158.15,30/01/2024,,Active,N/A,1
SUB002847,USR00704,Pro,AED,148.6,06/01/2024,13/11/2025,Active,Monthly,0
SUB002202,USR00376,Free,AED,0,03/03/2026,11/07/2025,Active,ANNUAL,1
SUB002263,USR00903,Free,AED,0,31/10/2025,,Active,Annual,FALSE
SUB000059,USR00727,Pro,AED,134.1,01/08/2024,,Active,Monthly,no
SUB000796,USR02656,Basic,USD,,14/06/2023,,Active,Monthly,
SUB003398,USR02676,Basic,AED,48.87,24/03/2025,04/06/2024,Active,monthly,yes
SUB001657,USR00452,Basic,AED,46.04,05/05/2024,22/11/2024,Paused,ANNUAL,FALSE
SUB001881,USR00679,Basic,AED,49.46,24/07/2023,,--,ANNUAL,TRUE
SUB001143,USR02855,Pro,AED,135.27,06/08/2025,02/05/2026,active,N/A,TRUE
SUB001350,USR01593,Free,AED,0,18/04/2025,,cancelled,N/A,no
SUB000981,USR01322,Basic,USD,47.65,11/04/2026,29/07/2025,Active,monthly,no
SUB002608,USR01444,Pro,AED,139.12,25/09/2024,,Active,Annual,
SUB002095,USR02317,Pro,USD,162.46,24/07/2025,30/10/2024,Paused,ANNUAL,1
SUB001898,USR02099,Enterprise,AED,460.41,03/09/2025,,Expired,ANNUAL,TRUE
SUB003058,USR01224,Free,AED,0,01/10/2023,,Paused,,no
SUB001722,USR01429,Free,AED,0,15/11/2024,15/05/2025,Active,,yes
SUB003088,USR00772,Pro,AED,136.2,22/05/2023,07/02/2025,Expired,ANNUAL,no
SUB000805,USR02767,Pro,AED,138.9,22/04/2026,11/04/2026,Expired,ANNUAL,no
SUB001281,USR02919,Free,AED,0,03/03/2026,,Active,monthly,TRUE
SUB002944,USR01305,Pro,AED,148.36,10/11/2023,,Active,N/A,no
SUB002972,USR02762,Pro,USD,140.25,04/08/2024,,Paused,ANNUAL,FALSE
SUB001906,USR00697,BASIC,AED,421.45,05/05/2025,19/11/2024,Cancelled,monthly,TRUE
SUB001966,USR02287,Enterprise,AED,536.18,28/04/2026,,Cancelled,N/A,TRUE
SUB001749,USR01201,--,AED,74.85,30/04/2025,24/04/2025,Active,Annual,TRUE
SUB002311,USR02615,Pro,USD,145.66,22/04/2025,,Cancelled,,1
SUB000616,USR02207,Free,AED,0,23/02/2026,21/12/2024,Active,Annual,
SUB000812,USR00978,Enterprise,AED,473.51,26/07/2024,27/06/2026,Paused,monthly,yes
SUB001207,USR01774,Free,AED,0,25/04/2025,,Active,ANNUAL,FALSE
SUB001820,USR01621,Basic,AED,44.97,07/08/2023,,Active,Annual,FALSE
SUB002002,USR00152,Free,AED,0,09/02/2025,,Expired,Monthly,1
SUB002228,USR01647,Basic,AED,50.71,01/08/2025,,Active,Monthly,TRUE
SUB002544,USR00844,Basic,AED,48.42,12/03/2026,,Expired,Annual,
SUB001851,USR01837,Pro,AED,-142.3,03/07/2024,12/01/2027,Active,Monthly,yes
SUB000431,USR01170,Basic,AED,50.65,14/04/2024,,Active,Monthly,no
SUB003182,USR02791,Pro,,144.96,30/12/2025,,Active,,1
SUB003349,USR02240,Pro,AED,144.12,25/02/2024,,Paused,N/A,0
SUB001146,USR02879,Enterprise,AED,530.45,01/07/2023,30/10/2026,Cancelled,Monthly,0
SUB000129,USR01653,Basic,AED,50.28,,,Expired,N/A,1
SUB003196,USR01573,Free,AED,0,13/11/2023,19/08/2024,Paused,Monthly,FALSE
SUB000887,USR01482,Basic,AED,49.26,21/05/2025,22/11/2025,Paused,ANNUAL,FALSE
SUB002918,USR00628,Free,USD,0,18/09/2023,,Active,,yes
SUB001081,USR00038,Enterprise,AED,528.15,06/05/2024,,Paused,ANNUAL,no
SUB002268,USR00429,Free,AED,0,04/11/2023,13/03/2027,Active,ANNUAL,0
SUB003156,USR01203,Basic,AED,52.97,02/07/2025,,Expired,monthly,TRUE
SUB001275,USR01780,Free,AED,0,25/12/2024,09/12/2024,Active,Annual,TRUE
SUB002945,USR02144,Free,AED,0,26/06/2024,,Active,,TRUE
SUB003045,USR01081,Enterprise,AED,528.69,09/08/2023,,Cancelled,,TRUE
SUB002101,USR01971,Pro,AED,153.19,29/11/2024,,Active,Annual,TRUE
SUB001291,USR01381,Enterprise,USD,516.05,05/02/2025,09/08/2025,Active,Monthly,
SUB002975,USR00896,Free,AED,0,22/01/2024,,Cancelled,N/A,TRUE
SUB002470,USR01447,Free,AED,0,20/07/2024,,Active,monthly,1
SUB003261,USR00909,Pro,USD,134.15,08/10/2024,25/02/2026,Cancelled,N/A,0
SUB000159,USR00511,Basic,AED,52.35,25/08/2023,14/09/2024,Cancelled,Annual,yes
SUB001188,USR00784,Pro,AED,135.52,12/09/2024,,Active,ANNUAL,FALSE
SUB000562,USR00584,pro,AED,66.57,,,Cancelled,N/A,no
SUB000723,USR01914,Basic,AED,48,05/11/2025,,Active,Annual,FALSE
SUB000891,USR01621,Basic,ADE,50.11,02/11/2025,,Active,Annual,yes
SUB000933,USR01170,Basic,AED,52.3,21/04/2026,,Paused,monthly,0
SUB003237,USR00096,Free,AED,0,24/08/2024,,Expired,Monthly,
SUB001071,USR00336,Pro,AED,134.66,01/05/2025,09/10/2026,Active,Monthly,0
SUB001796,USR02046,Pro,AED,149.22,18/10/2024,,cancelled,Annual,TRUE
SUB002328,USR01318,Free,AED,0,06/07/2023,,Active,monthly,TRUE
SUB000725,USR00888,Pro,AED,163.19,07/04/2025,21/03/2025,,Monthly,TRUE
SUB000574,USR02426,Free,AED,0,14/12/2024,,Active,N/A,1
SUB001317,USR00462,Pro,AED,135.96,23/07/2025,10/06/2024,Active,N/A,yes
SUB003279,USR01965,Free,USD,0,21/05/2024,,Expired,Monthly,TRUE
SUB002283,USR02768,Free,AED,0,05/10/2025,,Expired,N/A,1
SUB000349,USR02941,Enterprise,AED,476.93,,,,Monthly,FALSE
SUB001415,USR01530,Pro,AED,149.21,21/05/2025,19/06/2025,Cancelled,N/A,0
SUB000068,USR00107,Pro,AED,159.47,20/10/2025,05/11/2025,Expired,ANNUAL,
SUB003377,USR01448,Pro,AED,146.19,12/06/2024,,Active,monthly,
SUB002629,USR02203,Free,AED,0,01/12/2024,,Active,ANNUAL,0
SUB000032,USR02517,Free,AED,0,15/08/2025,,Active,ANNUAL,no
SUB001051,USR01886,Basic,AED,48.29,06/01/2024,30/10/2024,Active,Annual,1
SUB002321,USR02667,,AED,402.98,18/09/2024,,Cancelled,N/A,FALSE
SUB003075,USR02093,Free,AED,0,09/01/2026,15/06/2026,Active,,no
SUB002627,USR01212,Free,USD,0,16/02/2025,15/11/2025,Cancelled,Annual,FALSE
SUB000568,USR01175,Free,AED,0,06/07/2025,,Expired,Annual,TRUE
SUB003267,USR01193,Free,USD,0,27/11/2025,23/02/2025,Active,N/A,
SUB002053,USR00924,Free,AED,999999,06/11/2024,,Expired,ANNUAL,no
SUB000909,USR01399,Free,AED,0,17/12/2024,31/07/2024,Active,monthly,
SUB000610,USR01117,Proo,AED,319.66,03/10/2024,,Active,Monthly,
SUB001258,USR01810,Free,AED,0,12/11/2025,,Paused,ANNUAL,FALSE
SUB003240,USR01797,Free,USD,0,14/01/2024,21/05/2026,Active,ANNUAL,FALSE
SUB003437,USR00100,Enterprise,AED,542.96,13/02/2024,,Paused,monthly,TRUE
SUB002886,USR01169,Free,AED,0,13/03/2026,,Active,monthly,TRUE
SUB000537,USR02008,N/A,AED,259.59,29/11/2024,23/06/2024,Active,monthly,no
SUB003178,USR02223,Free,AED,0,16/10/2024,,Active,ANNUAL,no
SUB003409,USR01132,Free,AED,0,13/04/2026,04/01/2025,Active,,
SUB000781,USR00009,Pro,AED,143.23,07/06/2025,,Cancelled,Monthly,TRUE
SUB002981,USR00267,Free,AED,0,07/05/2024,18/01/2026,ACTIVE,Monthly,FALSE
SUB001643,USR00060,Enterprise,AED,471.95,14/09/2025,23/02/2026,Active,Monthly,TRUE
SUB001408,USR01582,Free,USD,0,27/07/2024,25/03/2026,Paused,monthly,TRUE
SUB000108,USR00403,Free,AED,0,28/05/2025,,Active,,yes
SUB002295,USR00415,Pro,AED,157.15,27/10/2024,19/09/2024,Expired,ANNUAL,no
SUB000117,USR01787,Free,USD,0,12/05/2026,16/06/2026,Active,Annual,no
SUB001938,USR00778,Free,AED,0,26/08/2025,15/03/2025,Expired,Annual,no
SUB001757,USR00886,Pro,AED,152.45,08/08/2025,06/12/2024,Cancelled,Annual,FALSE
SUB003310,USR01939,Basic,AED,45.71,04/04/2024,,Active,Annual,FALSE
SUB000548,USR01193,Enterprise,AED,454.72,03/06/2024,16/01/2027,Expired,Monthly,TRUE
SUB001277,USR01375,Basic,AED,45.35,05/07/2024,14/01/2027,Cancelled,Annual,FALSE
SUB002533,USR02499,Pro,USD,138.1,28/10/2025,,Cancelled,Annual,0
SUB000596,USR00158,Free,AED,0,28/01/2026,05/12/2025,Active,ANNUAL,FALSE
SUB003378,USR02762,Pro,AED,145.33,04/12/2024,,Active,,no
SUB001675,USR01795,Free,AED,0,22/06/2023,,ACTIVE,,TRUE
SUB002818,USR01600,Basic,USD,51.99,21/06/2023,,Active,,yes
SUB002072,USR00267,Free,AED,0,23/08/2024,,Active,Annual,FALSE
SUB001719,USR00221,Free,AED,0,07/05/2024,,Cancelled,N/A,FALSE
SUB002274,USR00473,Pro,USD,152.47,10/01/2025,,Active,N/A,FALSE
SUB002176,USR01465,Pro,USD,136.71,31/10/2023,17/09/2025,Paused,N/A,TRUE
SUB002880,USR00367,,AED,105.35,23/03/2024,24/09/2025,Active,N/A,0
SUB003247,USR00811,Enterprise,AED,511.06,14/03/2024,,Cancelled,Monthly,TRUE
SUB000107,USR02607,Free,AED,0,14/07/2025,31/12/2026,Paused,ANNUAL,FALSE
SUB002023,USR02460,Free,USD,0,29/05/2025,13/07/2026,Paused,ANNUAL,
SUB003149,USR02118,Free,AED,0,28/07/2023,,Active,monthly,FALSE
SUB002653,USR00292,Pro,AED,146.97,05/05/2024,04/12/2024,Active,ANNUAL,no
SUB001065,USR00604,Basic,AED,53.34,23/12/2024,,Active,Monthly,TRUE
SUB001709,USR01807,Free,AED,0,04/02/2025,,Active,N/A,1
SUB000340,USR01578,Enterprise,AED,500.47,06/02/2024,13/06/2024,Cancelled,N/A,
SUB002047,USR02656,Basic,AED,50.44,29/09/2024,22/01/2027,Active,,1
SUB001000,USR01698,Basic,AED,49.73,14/06/2025,19/06/2026,Expired,Monthly,
SUB002442,USR00080,Free,AED,0,07/10/2025,,Expired,ANNUAL,
SUB002615,USR00507,Basic,AED,46.12,21/06/2023,07/08/2025,Expired,N/A,
SUB002121,USR00706,Pro,USD,150.2,09/06/2024,09/12/2026,Paused,N/A,FALSE
SUB003480,USR00715,Free,AED,0,27/12/2024,,Active,N/A,1
SUB001928,USR01001,Basic,USD,44.89,10/01/2025,,Active,,yes
SUB001980,USR00862,Free,AED,0,10/11/2023,,Active,Monthly,1
SUB001334,USR02206,Enterprise,AED,502.54,28/03/2024,22/03/2025,Active,,FALSE
SUB001166,USR01955,Free,AED,0,19/01/2024,26/07/2026,Active,ANNUAL,FALSE
SUB003381,USR02369,Pro,AED,136.3,04/07/2024,,Cancelled,monthly,
SUB003137,USR01181,N/A,AED,312.29,26/07/2024,18/03/2026,Active,ANNUAL,TRUE
SUB001093,USR02627,Basic,AED,45.67,19/04/2025,,Active,,0
SUB001679,USR00297,Enterprise,AED,469.51,10/06/2024,04/12/2026,Paused,N/A,1
SUB001218,USR02796,Free,USD,0,19/12/2024,,Active,,no
SUB001923,USR01952,Basic,AED,47.65,01/03/2024,,Expired,ANNUAL,FALSE
SUB000855,USR01313,Enterprise,AED,525.97,13/03/2026,,Active,Annual,FALSE
SUB000237,USR02884,Free,AED,0,17/04/2024,22/03/2027,Cancelled,Monthly,yes
SUB000369,USR02023,Pro,AED,159.75,03/11/2025,,Active,ANNUAL,1
SUB003325,USR02197,Free,AED,0,01/09/2024,,Cancelled,N/A,yes
SUB000634,USR01176,Free,AED,0,12/06/2024,07/10/2026,Paused,,no
SUB002835,USR00346,Free,ADE,0,25/07/2025,,Paused,N/A,TRUE
SUB000105,USR02333,Enterprise,AED,548.03,18/02/2024,09/11/2025,Active,N/A,1
SUB000971,USR01049,Pro,AED,151.16,01/05/2025,03/04/2025,Expired,,
SUB000757,USR02903,Pro,AED,151.38,11/11/2024,,Active,Annual,no
SUB001477,USR01248,N/A,AED,431.31,15/07/2025,30/11/2026,Cancelled,N/A,
SUB002859,USR02023,Pro,AED,139.81,05/03/2025,05/09/2026,Cancelled,,
SUB000907,USR01426,Free,AED,0,23/09/2025,15/02/2025,Active,,yes
SUB001761,USR02245,Pro,AED,145.84,23/05/2024,,Cancelled,Monthly,FALSE
SUB000908,USR02806,Free,USD,0,09/06/2023,,Cancelled,Annual,FALSE
SUB000058,USR01376,Free,AED,0,05/06/2024,23/08/2025,Active,ANNUAL,1
SUB003022,USR00208,Basic,,,17/11/2023,,Paused,N/A,FALSE
SUB000489,USR02136,Pro,AED,153.24,18/06/2023,,Active,,TRUE
SUB001148,USR01943,Pro,AED,159.01,19/02/2026,23/10/2024,Active,monthly,
SUB000883,USR02366,Basic,AED,-51.33,19/07/2023,15/07/2025,Paused,ANNUAL,yes
SUB000702,USR00463,Pro,AED,147.36,28/10/2024,01/03/2026,Active,ANNUAL,0
SUB001493,USR01743,Enterprise,AED,510.78,06/07/2025,13/07/2024,Expired,monthly,FALSE
SUB003204,USR02693,Basic,AED,50.89,02/11/2024,14/08/2024,Cancelled,N/A,0
SUB001912,USR02000,Pro,AED,144.3,07/11/2025,30/06/2024,Active,monthly,
SUB003312,USR00492,Free,AED,0,20/05/2025,21/01/2026,Active,Monthly,1
SUB001609,USR02145,Basic,AED,-44.5,17/03/2026,,Active,ANNUAL,
SUB000195,USR00710,Pro,AED,158.85,30/03/2025,24/06/2025,Active,monthly,TRUE
SUB000894,USR01166,N/A,AED,130.66,29/12/2024,02/09/2025,Cancelled,,FALSE
SUB002404,USR01853,Pro,AED,999999,18/04/2026,08/12/2026,Expired,N/A,no
SUB002183,USR00189,Pro,AED,146.82,22/08/2025,21/08/2026,Active,monthly,TRUE
SUB000226,USR00972,Basic,USD,52.32,14/12/2023,09/05/2025,Active,N/A,no
SUB002343,USR00456,Free,USD,0,14/06/2023,15/09/2025,Cancelled,Monthly,FALSE
SUB000803,USR02307,Free,AED,0,26/06/2025,,Active,Annual,yes
SUB001652,USR00617,Free,AED,0,02/03/2024,24/10/2026,Active,Annual,yes
SUB001811,USR00175,Free,AED,0,05/10/2023,29/08/2024,Cancelled,ANNUAL,FALSE
SUB000062,USR01925,Free,AED,0,20/12/2023,,Active,monthly,TRUE
SUB001448,USR00139,Free,AED,0,26/08/2025,,Cancelled,Annual,FALSE
SUB003297,USR00551,Pro,N/A,139.31,23/06/2025,,Active,,TRUE
SUB001194,USR00378,Pro,AED,148.03,08/07/2023,30/10/2024,Paused,Annual,FALSE
SUB003280,USR02700,Pro,AED,136.91,04/10/2025,,Active,,FALSE
SUB002678,USR02867,Basic,AED,45.89,21/08/2025,,Active,,
SUB001336,USR01453,Free,AED,0,02/10/2023,27/06/2026,Cancelled,,
SUB000493,USR00344,Free,AED,0,24/07/2024,,Cancelled,,yes
SUB002655,USR01752,Pro,AED,139.73,01/10/2023,,Expired,ANNUAL,TRUE
SUB001450,USR00018,Free,AED,0,18/07/2024,,Paused,monthly,FALSE
SUB001127,USR01696,Free,AED,0,12/07/2025,,Cancelled,Annual,TRUE
SUB000713,USR00952,Basic,AED,49.64,26/07/2023,,Cancelled,Annual,
SUB002238,USR00722,Free,AED,0,18/10/2023,01/12/2025,Cancelled,,yes
SUB001952,USR01374,Free,AED,0,05/12/2024,25/09/2025,,N/A,yes
SUB002867,USR00509,Enterprise,USD,454.11,01/11/2023,24/04/2025,Active,Monthly,no
SUB001703,USR01453,Enterprise,USD,530.85,22/03/2026,12/03/2026,Active,ANNUAL,yes
SUB002619,USR00112,Free,AED,0,16/10/2024,,ACTIVE,Annual,
SUB001608,USR00060,Basic,AED,49.46,02/11/2023,23/10/2023,Active,,no
SUB001349,USR01462,Free,AED,0,09/06/2025,05/12/2026,Active,N/A,
SUB001368,USR01931,Pro,AED,135.45,30/05/2025,26/01/2027,Active,Monthly,TRUE
SUB000710,USR00324,Pro,AED,156.27,12/04/2024,12/12/2025,Active,Monthly,FALSE
SUB002318,USR02920,Free,AED,0,10/08/2024,,Active,ANNUAL,no
SUB002224,USR01552,Enterprise,AED,542.82,14/04/2025,,Active,Annual,TRUE
SUB001042,USR01742,Free,AED,0,31/03/2026,11/02/2026,Active,monthly,1
SUB001323,USR01854,Free,AED,,11/04/2025,,Paused,ANNUAL,TRUE
SUB000481,USR01640,Free,AED,0,29/09/2024,25/12/2025,Cancelled,Monthly,
SUB002461,USR02134,Free,AED,,05/06/2025,,Expired,Monthly,no
SUB002115,USR00178,Basic,AED,53.23,20/03/2024,,Active,monthly,TRUE
SUB002075,USR02204,Pro,AED,161.86,01/05/2024,,Paused,,TRUE
SUB002748,USR01556,Pro,AED,134.14,20/07/2023,05/05/2026,Active,,TRUE
SUB003332,USR00877,Free,AED,0,24/10/2023,,Cancelled,,0
SUB003428,USR00720,Pro,AED,157.78,13/11/2025,,Active,Monthly,0
SUB002203,USR01349,Free,AED,0,26/07/2023,28/01/2025,Active,monthly,TRUE
SUB000457,USR00539,Free,AED,0,16/06/2024,23/04/2026,Active,Monthly,yes
SUB001019,USR01464,Basic,AED,45.07,09/10/2024,03/09/2025,Cancelled,Annual,TRUE
SUB000862,USR02748,Pro,AED,160.61,02/12/2025,22/09/2025,Cancelled,Annual,yes
SUB002068,USR01084,Free,AED,0,21/09/2025,29/09/2024,Active,monthly,0
SUB000760,USR02655,Basic,AED,999999,16/09/2023,13/02/2026,Cancelled,Monthly,
SUB001237,USR01706,Enterprise,AED,485.31,14/11/2024,24/10/2024,Active,monthly,TRUE
SUB002431,USR02680,Enterprise,AED,502.6,21/01/2025,,Expired,,
SUB002120,USR00675,Pro,AED,145.17,23/12/2024,05/11/2026,Active,,no
SUB000799,USR00636,Enterprise,AED,498.1,15/11/2023,06/09/2026,Active,,
SUB002521,USR01722,Free,AED,0,02/11/2025,,Active,Annual,TRUE
SUB000686,USR02739,Enterprise,USD,467.48,08/09/2024,31/08/2025,Expired,,FALSE
SUB001340,USR00808,Basic,AED,53.9,25/07/2023,,Expired,N/A,
SUB001489,USR02314,Basic,AED,45.51,09/03/2026,16/08/2026,Active,Annual,FALSE
SUB002081,USR00384,Basic,AED,53.27,26/06/2025,20/06/2025,Cancelled,,TRUE
SUB001915,USR00243,Free,AED,0,26/01/2025,12/10/2026,Active,monthly,FALSE
SUB002641,USR01448,Free,AED,0,01/04/2026,07/01/2025,Active,Monthly,FALSE
SUB000146,USR01291,Basic,AED,51.85,19/10/2025,06/05/2027,Expired,Monthly,
SUB002746,USR00042,Free,AED,0,23/12/2025,02/07/2025,active,Monthly,FALSE
SUB001417,USR01529,Basic,AED,51.87,12/11/2024,,Expired,,0
SUB000121,USR00333,Free,AED,0,22/09/2024,,Active,ANNUAL,no
SUB001714,USR00881,Free,USD,0,19/10/2023,,Expired,N/A,no
SUB003046,USR01724,Basic,AED,47.13,28/07/2025,,Cancelled,Monthly,no
SUB003041,USR00320,Free,USD,0,06/03/2025,,Active,Annual,
SUB000539,USR00634,BASIC,AED,414.2,01/05/2025,,Active,,yes
SUB000517,USR01338,Free,USD,0,15/08/2023,07/03/2026,ACTIVE,N/A,1
SUB001034,USR00563,Basic,AED,51.3,30/11/2025,,Active,,TRUE
SUB002342,USR02037,Enterprise,USD,480.8,28/03/2025,,Active,,0
SUB000943,USR00996,Free,AED,0,07/05/2024,,Active,Monthly,TRUE
SUB002551,USR02301,Free,AED,0,05/11/2024,13/05/2025,Active,Annual,yes
SUB001313,USR02317,Basic,AED,52.81,12/05/2026,,Expired,N/A,TRUE
SUB000096,USR02243,Pro,USD,,24/07/2024,03/04/2027,Active,Monthly,yes
SUB001681,USR01524,Free,AED,0,08/03/2024,26/12/2026,Active,,TRUE
SUB001406,USR00489,Basic,AED,52.95,04/02/2025,17/01/2026,Active,Annual,FALSE
SUB000868,USR01386,--,AED,-243.43,10/05/2024,11/10/2024,Cancelled,,FALSE
SUB002376,USR00589,Pro,USD,148.26,13/08/2024,,Active,N/A,
SUB002639,USR00346,Basic,AED,47.67,19/07/2023,08/09/2025,Active,Monthly,0
SUB001010,USR01536,Pro,AED,,12/12/2025,29/11/2025,Paused,,1
SUB001064,USR01494,Free,AED,0,09/10/2025,18/03/2026,,Monthly,0
SUB000731,USR00817,Free,AED,0,06/12/2025,22/10/2026,Paused,monthly,no
SUB003305,USR02424,Pro,AED,999999,04/02/2026,,Cancelled,ANNUAL,0
SUB000290,USR00514,Pro,AED,152.09,27/09/2024,,Active,,yes
SUB001147,USR01506,Pro,USD,156.6,26/02/2026,13/11/2024,Active,N/A,0
SUB000529,USR00342,Free,AED,0,25/10/2025,,,,FALSE
SUB000594,USR02106,Pro,AED,147.83,15/07/2025,11/07/2026,Cancelled,,no
SUB000411,USR02691,Basic,AED,49.51,20/01/2026,08/01/2026,Active,,1
SUB001469,USR01107,Pro,AED,136.26,05/09/2025,19/02/2025,Cancelled,Monthly,yes
SUB003206,USR00892,BASIC,USD,66.67,04/08/2024,,Expired,monthly,no
SUB002721,USR02455,Pro,AED,148.8,11/09/2025,,Paused,N/A,1
SUB003464,USR00277,Free,USD,0,25/07/2024,07/09/2025,Expired,Annual,FALSE
SUB000972,USR00425,Free,AED,0,02/07/2025,09/05/2027,Expired,Monthly,1
SUB000626,USR00424,Free,AED,0,27/01/2026,,Active,Monthly,TRUE
SUB000447,USR02415,Free,AED,0,08/11/2024,,Active,N/A,0
SUB000308,USR02695,Pro,aed,154.34,15/04/2024,07/08/2025,Active,Annual,TRUE
SUB000352,USR01918,Basic,AED,47.76,24/02/2024,,Active,Annual,TRUE
SUB000705,USR00490,Basic,AED,52.74,22/04/2026,12/05/2024,Active,Monthly,TRUE
SUB001913,USR01448,Basic,AED,45.93,27/01/2024,19/08/2026,Active,ANNUAL,FALSE
SUB001412,USR02219,Free,AED,0,05/03/2024,,Cancelled,ANNUAL,TRUE
SUB001466,USR02408,Proo,AED,284.66,08/09/2023,,Active,Monthly,0
SUB002992,USR00893,,AED,380.75,24/04/2024,05/04/2025,Cancelled,Annual,0
SUB003408,USR01183,Free,AED,0,18/03/2024,04/12/2025,N/A,monthly,
SUB000753,USR01931,Free,AED,0,09/11/2025,,Active,Monthly,0
SUB001339,USR00962,Basic,AED,52.87,11/11/2025,12/06/2025,Active,,FALSE
SUB000712,USR02311,Free,AED,0,,,Active,Annual,FALSE
SUB000832,USR00247,Free,USD,0,16/02/2024,09/07/2024,Active,,FALSE
SUB000149,USR00995,Pro,AED,147.6,19/09/2025,,Active,Monthly,
SUB003130,USR00419,Free,USD,0,10/10/2025,,Active,Annual,yes
SUB003021,USR00721,Free,AED,0,05/07/2023,02/05/2025,Cancelled,monthly,yes
SUB003478,USR01047,Free,AED,0,10/07/2025,16/10/2025,Active,Monthly,
SUB002733,USR00137,Free,AED,0,21/07/2025,,Paused,N/A,yes
SUB002967,USR01544,Basic,AED,50.5,11/06/2023,04/12/2026,Cancelled,ANNUAL,1
SUB002689,USR00298,Free,AED,0,01/06/2023,,Active,Annual,yes
