feedback_id,user_id,tool_id,feedback_date,rating,feedback_text,feedback_category,sentiment,would_recommend
FB001963,USR00283,TOOL004,2024-08-04,1.0,Average product.,Feature Request,Positive,False
FB003774,USR02500,TOOL011,2025-11-09,3.0,Does the job but nothing more.,Bug Report,Positive,True
FB002850,USR00624,TOOL008,2026-03-19,-1.0,"Too slow, crashes often.",Bug Report,Neutral,N/A
FB000033,USR02056,TOOL002,2024-08-11,3.0,,FEATURE REQUEST,Positive,True
FB002877,USR02943,TOOL004,2025-12-09,1.0,Game changer for my workflow.,Performance,Positive,
FB000479,USR02150,TOOL001,2026-04-25,5.0,,Other,Neutral,
FB001043,USR01306,TOOL001,2025-04-12,10.0,Does the job but nothing more.,,Neutral,No
FB001155,USR01169,TOOL006,2025-12-08,1.0,!!!!!,General Feedback,Neutral,Yes
FB000397,USR02202,TOOL010,2024-10-09,10.0,1234,Pricing,Positive,0
FB001800,USR01522,TOOL008,2025-07-03,5.0,,N/A,NEGATIVE,N/A
FB003301,USR00963,TOOL004,2025-11-05,2.0,N/A,Pricing,Negative,
FB001821,USR00660,TOOL001,2025-06-22,4.0,Does the job but nothing more.,Other,Negative,False
FB002610,USR01141,TOOL010,2026-03-07,1.0,"Too slow, crashes often.",Other,,0
FB003468,USR02825,TOOL002,2026-02-11,4.0,"Too slow, crashes often.",Support,positive,1
FB000173,USR01754,TOOL010,2025-05-12,3.0,Game changer for my workflow.,Support,NEGATIVE,Yes
FB003533,USR00542,TOOL010,2025-01-17,2.0,N/A,Other,NEGATIVE,False
FB003520,USR00757,TOOL006,2025-08-24,,"Too slow, crashes often.",,,True
FB000610,USR01437,TOOL003,2026-01-13,,,Bug Report,,False
FB000113,USR00901,TOOL011,2024-06-06,4.0,.,Performance,,0
FB001780,USR01556,TOOL002,2025-05-25,0.0,.,Bug Report,positive,False
FB003051,USR00225,TOOL002,2025-07-23,2.0,"It is okay, nothing special.",Feature Request,Neutral,0
FB001738,USR02907,TOOL006,2025-06-06,0.0,Saves me hours of work every week.,bug report,Negative,
FB003284,USR01704,TOOL010,2025-03-27,1.0,Really love using this tool daily! â€™ â€œ,Support,positive,True
FB001421,USR00963,TOOL011,2025-02-28,5.0,1234,Other,positive,False
FB002332,USR00186,TOOL007,2024-09-24,2.0,,Feature Request,,1
FB000857,USR02141,TOOL003,2025-10-07,10.0,Really love using this tool daily!,N/A,NEGATIVE,1
FB003490,USR99132,TOOL001,2026-04-22,4.0,Very expensive for what it offers.,,NEGATIVE,False
FB003101,USR01532,TOOL005,2024-08-08,1.0,!!!!!,bug report,NEGATIVE,1
FB001607,USR02388,TOOL006,2025-12-11,2.0,N/A,Other,NEGATIVE,Yes
FB002005,USR01491,TOOL005,2025-01-04,2.0,Many bugs and the UI is confusing.,Feature Request,Positive,N/A
FB002878,USR02570,TOOL006,2025-10-05,1.0,Game changer for my workflow.,General Feedback,,No
FB002204,USR02874,TOOL003,2024-09-24,1.0,,Support,NEGATIVE,True
FB002899,USR00821,TOOL004,2024-08-19,1.0,Game changer for my workflow.,FEATURE REQUEST,positive,0
FB003140,USR00692,TOOL004,2024-06-30,1.0,"Disappointing results, expected better.",Other,positive,N/A
FB002039,USR01763,TOOL001,2025-06-01,2.0,"It is okay, nothing special.",Support,N/A,N/A
FB001651,USR00157,TOOL012,2024-09-14,4.0,1234 â€™ â€œ,Support,positive,N/A
FB003379,USR01641,TOOL004,2025-09-06,1.0,Really love using this tool daily!,,,Yes
FB003472,USR01193,TOOL004,2026-02-14,0.0,asdfjkl;,Pricing,N/A,N/A
FB000874,USR00584,TOOL001,2025-08-25,3.0,Really love using this tool daily!,Performance,Positive,
FB001247,USR02379,TOOL003,2025-08-21,,Customer support is terrible.,,Neutral,False
FB001954,USR01891,TOOL001,2024-07-08,2.0,"Too slow, crashes often.",bug report,NEGATIVE,Yes
FB002644,USR00992,TOOL002,2025-02-27,6.0,"Disappointing results, expected better.",,positive,True
FB000481,USR02099,TOOL011,2025-05-09,4.0,"Too slow, crashes often.",Pricing,Neutral,1
FB001990,USR01639,TOOL008,2025-03-02,1.0,Game changer for my workflow.,Support,,1
FB003134,USR02349,TOOL001,2024-12-13,4.0,Average product.,Support,,Yes
FB003009,USR02971,TOOL007,2024-08-05,2.0,Really love using this tool daily!,Performance,N/A,
FB003663,USR02201,TOOL002,2026-03-06,-1.0,Does the job but nothing more.,Other,N/A,N/A
FB003869,USR01260,TOOL006,2025-10-18,1.0,Really love using this tool daily!,Pricing,Positive,
FB000417,USR00087,TOOL012,2025-03-22,5.0,,FEATURE REQUEST,positive,N/A
FB002601,USR02701,TOOL003,2025-08-09,2.0,Very expensive for what it offers.,Other,Negative,No
FB002333,USR02586,TOOL012,2024-10-20,1.0,.,,N/A,Yes
FB003655,USR00663,TOOL009,2026-03-14,2.0,Many bugs and the UI is confusing.,Feature Request,Negative,False
FB002621,USR01509,TOOL003,2025-02-24,5.0,Really love using this tool daily!,Bug Report,N/A,0
FB002956,USR99486,TOOL010,2025-10-28,5.0,Saves me hours of work every week.,Support,positive,False
FB002502,USR02456,TOOL003,2024-11-10,4.0,asdfjkl;,bug report,Negative,1
FB002485,USR99475,TOOL009,2025-07-09,5.0,Really love using this tool daily!,General Feedback,positive,
FB002805,USR02819,TOOL009,2025-06-23,5.0,"It is okay, nothing special.",Bug Report,Positive,0
FB001844,USR00691,TOOL012,2025-01-02,3.0,Average product.,Bug Report,N/A,No
FB002834,USR01826,TOOL010,2025-04-19,5.0,Best AI tool I have used so far.,Performance,NEGATIVE,True
FB002720,USR00348,TOOL002,2025-04-26,4.0,Saves me hours of work every week.,Support,N/A,0
FB003309,USR00813,TOOL010,2025-01-14,3.0,Many bugs and the UI is confusing.,,,No
FB000965,USR00458,TOOL004,2026-12-11,3.0,,Feature Request,Negative,True
FB003336,USR00395,TOOL006,2025-05-22,5.0,Saves me hours of work every week.,Performance,N/A,True
FB001447,USR02395,TOOL001,2025-05-01,,Game changer for my workflow.,bug report,Neutral,Yes
FB003199,USR02732,TOOL001,2025-11-28,1.0,1234,N/A,N/A,0
FB001397,USR99881,TOOL003,,3.0,Incredibly fast and accurate responses.,Other,Negative,Yes
FB002769,USR00090,TOOL010,2026-02-08,4.0,"It is okay, nothing special.",Other,Positive,True
FB000870,USR01095,TOOL001,2024-12-27,4.0,"It is okay, nothing special.",N/A,positive,No
FB001649,USR02650,TOOL010,2024-09-22,2.0,Incredibly fast and accurate responses.,Pricing,positive,False
FB003889,USR01177,TOOL003,2025-05-22,5.0,,Feature Request,Negative,True
FB001369,USR01184,TOOL002,2025-12-25,,Many bugs and the UI is confusing.,Support,positive,0
FB003272,USR02064,TOOL011,2025-10-16,2.0,.,Feature Request,NEGATIVE,N/A
FB003171,USR00149,TOOL006,2025-07-18,1.0,,Pricing,Negative,N/A
FB002125,USR02067,TOOL006,2025-01-23,2.0,!!!!!,N/A,,N/A
FB002879,USR02339,TOOL002,2024-10-06,,N/A,Feature Request,Positive,No
FB003590,USR02150,TOOL003,2024-06-22,2.0,Does the job but nothing more.,General Feedback,Negative,False
FB003759,USR01906,TOOL008,2024-10-28,3.0,Customer support is terrible.,Support,positive,Yes
FB000111,USR00048,TOOL003,,3.0,Really love using this tool daily!,Feature Request,Negative,False
FB000948,USR01239,TOOL004,2024-12-04,6.0,Game changer for my workflow.,Feature Request,Negative,1
FB001101,USR99655,TOOL003,2025-01-13,1.0,,Other,,No
FB003754,USR02406,TOOL008,2026-02-18,5.0,Incredibly fast and accurate responses.,Pricing,N/A,True
FB000624,USR00214,TOOL012,2025-09-28,3.0,Average product.,,NEGATIVE,N/A
FB001179,USR01052,TOOL001,2025-06-21,3.0,"Disappointing results, expected better.",,N/A,Yes
FB000447,USR01976,TOOL002,2024-12-25,5.0,Many bugs and the UI is confusing.,bug report,Negative,1
FB001340,USR01420,TOOL008,2024-06-26,3.0,Really love using this tool daily!,Bug Report,NEGATIVE,True
FB001272,USR00644,TOOL001,2025-12-20,1.0,Incredibly fast and accurate responses.,bug report,Neutral,N/A
FB001859,USR02850,TOOL003,2026-03-27,5.0,Average product.,Other,Negative,Yes
FB003150,USR01187,TOOL012,2025-11-23,2.0,"Too slow, crashes often.",FEATURE REQUEST,N/A,0
FB000914,USR01469,TOOL004,2024-07-13,6.0,Average product.,Performance,NEGATIVE,True
FB003206,USR99124,TOOL008,2025-11-13,3.0,1234,,Negative,0
FB001520,USR02240,TOOL011,2024-11-09,5.0,.,General Feedback,,Yes
FB002079,USR01793,TOOL012,2025-05-26,3.0,"Disappointing results, expected better.",FEATURE REQUEST,N/A,No
FB001857,USR00774,TOOL003,2025-12-25,4.0,,General Feedback,,0
FB003194,USR02136,TOOL006,2026-09-24,,Many bugs and the UI is confusing.,Support,Negative,Yes
FB000986,USR00126,TOOL009,2026-07-19,2.0,.,Performance,NEGATIVE,N/A
FB000508,USR02959,TOOL007,2025-08-18,1.0,!!!!!,bug report,N/A,N/A
FB000277,USR01268,TOOL005,2024-10-25,1.0,Average product.,Pricing,Neutral,No
FB002854,USR02766,TOOL009,2025-09-04,4.0,.,Feature Request,N/A,True
FB003988,USR00175,TOOL003,2025-03-01,5.0,asdfjkl;,bug report,NEGATIVE,False
FB002908,USR01914,TOOL009,2025-05-24,4.0,N/A,N/A,NEGATIVE,Yes
FB003617,USR01444,TOOL003,2024-12-27,5.0,"Too slow, crashes often.",Performance,,False
FB002543,USR01987,TOOL005,2024-10-20,5.0,Customer support is terrible.,N/A,NEGATIVE,False
FB002632,USR02990,TOOL006,2024-10-16,6.0,Game changer for my workflow.,Support,Neutral,True
FB001178,USR01122,TOOL008,,1.0,Really love using this tool daily!,Pricing,Neutral,No
FB000598,USR00594,TOOL002,2025-08-20,5.0,Game changer for my workflow.,FEATURE REQUEST,,0
FB001527,USR01444,TOOL009,2024-06-14,1.0,,Support,Positive,True
FB003499,USR02778,TOOL006,2024-05-30,3.0,Saves me hours of work every week.,Support,Negative,True
FB000552,USR00565,TOOL009,2025-10-17,4.0,"Disappointing results, expected better.",Performance,NEGATIVE,False
FB003430,USR01414,TOOL007,2026-05-02,-1.0,!!!!!,Other,Positive,No
FB001627,USR02591,TOOL010,2024-06-21,1.0,Game changer for my workflow.,Feature Request,Neutral,0
FB003015,USR02655,TOOL009,2024-06-18,2.0,Very expensive for what it offers. â€™ â€œ,N/A,Neutral,Yes
FB001092,USR01236,TOOL001,2024-11-25,4.0,Does the job but nothing more.,Bug Report,Negative,No
FB001681,USR99616,TOOL002,2024-11-30,4.0,Best AI tool I have used so far.,Support,Negative,
FB000157,USR02634,TOOL001,2024-10-22,2.0,,General Feedback,N/A,False
FB002232,USR00605,TOOL009,2024-05-23,,,General Feedback,Positive,1
FB003765,USR01025,TOOL010,2025-10-06,3.0,asdfjkl;,Support,N/A,Yes
FB002347,USR01525,TOOL005,2024-11-30,1.0,Customer support is terrible.,FEATURE REQUEST,Neutral,
FB003208,USR00593,TOOL004,2026-10-01,2.0,!!!!!,FEATURE REQUEST,N/A,0
FB001214,USR02258,TOOL007,2026-03-19,2.0,Game changer for my workflow.,Bug Report,Positive,No
FB003372,USR00414,TOOL003,2025-06-27,1.0,,Bug Report,N/A,False
FB002186,USR01208,TOOL010,2024-06-08,1.0,,FEATURE REQUEST,NEGATIVE,1
FB000042,USR00342,TOOL001,2024-07-03,2.0,Game changer for my workflow.,Bug Report,NEGATIVE,No
FB000637,USR01962,TOOL009,2026-02-19,2.0,"It is okay, nothing special.",Bug Report,Negative,False
FB000809,USR00174,TOOL001,2024-08-13,3.0,,Pricing,NEGATIVE,False
FB002319,USR00685,TOOL011,2025-09-19,1.0,Incredibly fast and accurate responses.,FEATURE REQUEST,positive,Yes
FB001298,USR02600,TOOL012,2025-04-28,2.0,1234,FEATURE REQUEST,,True
FB003128,USR00561,TOOL003,2024-08-18,2.0,.,Pricing,Positive,No
FB003622,USR02501,TOOL009,2024-05-30,1.0,Very expensive for what it offers.,Pricing,Positive,No
FB000161,USR02666,TOOL003,2025-05-29,1.0,"Too slow, crashes often.",Other,N/A,True
FB001725,USR00600,TOOL012,2025-01-07,1.0,"Disappointing results, expected better.",Performance,positive,False
FB001790,USR02702,TOOL003,2025-06-11,1.0,Best AI tool I have used so far.,Performance,,0
FB003690,USR02558,TOOL004,2026-01-26,3.0,Best AI tool I have used so far.,,NEGATIVE,No
FB001949,USR00808,TOOL002,2025-08-09,4.0,,FEATURE REQUEST,Negative,Yes
FB001479,USR00449,TOOL011,2026-04-18,3.0,Customer support is terrible.,Performance,Negative,1
FB003291,USR02209,TOOL005,2025-03-27,7.0,,Performance,N/A,No
FB003614,USR01543,TOOL005,2024-06-25,1.0,Customer support is terrible.,FEATURE REQUEST,Negative,0
FB003757,USR02649,TOOL005,2026-03-08,3.0,Many bugs and the UI is confusing.,FEATURE REQUEST,Negative,False
FB000593,USR00209,TOOL012,2025-11-06,2.0,N/A,Support,Positive,True
FB000890,USR00360,TOOL001,,5.0,Customer support is terrible.,FEATURE REQUEST,Negative,True
FB003117,USR00299,TOOL007,2025-09-16,1.0,Best AI tool I have used so far.,Support,Positive,False
FB002019,USR00043,TOOL006,2026-01-30,2.0,"Too slow, crashes often.",Bug Report,positive,N/A
FB002460,USR01148,TOOL009,2025-06-07,1.0,,Bug Report,NEGATIVE,Yes
FB001571,USR01830,TOOL009,2026-03-15,5.0,"Too slow, crashes often.",N/A,N/A,0
FB002486,USR00204,TOOL002,2024-05-29,2.0,Game changer for my workflow.,Pricing,,
FB000772,USR02182,TOOL005,2025-08-09,3.0,,Support,,
FB003383,USR02828,TOOL003,2024-05-12,5.0,asdfjkl;,FEATURE REQUEST,NEGATIVE,True
FB000324,USR00749,TOOL003,2024-12-03,1.0,Best AI tool I have used so far.,Other,NEGATIVE,0
FB000021,USR02280,TOOL011,2025-09-18,2.0,,Performance,positive,False
FB003684,USR01199,TOOL004,2024-07-24,5.0,Incredibly fast and accurate responses.,Bug Report,,N/A
FB000287,USR02235,TOOL006,2025-09-17,0.0,Many bugs and the UI is confusing.,General Feedback,positive,Yes
FB003127,USR00647,TOOL004,2024-11-06,5.0,,N/A,N/A,0
FB003338,USR00662,TOOL001,2024-11-20,5.0,Saves me hours of work every week.,N/A,Negative,1
FB003937,USR01477,TOOL003,2025-11-08,-1.0,!!!!!,,positive,0
FB000017,USR02629,TOOL003,2025-10-18,3.0,Best AI tool I have used so far.,Other,,N/A
FB001638,USR02421,TOOL007,,4.0,Really love using this tool daily!,General Feedback,positive,True
FB003285,USR00401,TOOL001,2025-03-03,4.0,Best AI tool I have used so far.,Pricing,Negative,
FB003922,USR00631,TOOL011,2024-11-27,3.0,Saves me hours of work every week.,General Feedback,Positive,No
FB001406,USR02682,TOOL001,2025-02-24,3.0,!!!!!,Support,,Yes
FB003514,USR02157,TOOL003,2024-05-13,4.0,Incredibly fast and accurate responses.,Bug Report,Positive,N/A
FB003818,USR01236,TOOL001,2025-05-19,4.0,"It is okay, nothing special.",Support,Neutral,0
FB000348,USR02281,TOOL001,2024-08-14,2.0,Really love using this tool daily!,FEATURE REQUEST,NEGATIVE,
FB001902,USR00990,TOOL009,2025-04-16,5.0,"Disappointing results, expected better.",Bug Report,,False
FB002882,USR01399,TOOL009,2024-11-28,0.0,Customer support is terrible.,Pricing,,
FB003792,USR00932,TOOL004,2025-04-10,,Does the job but nothing more.,N/A,Negative,True
FB002639,USR00687,TOOL001,2025-09-24,1.0,.,Performance,NEGATIVE,True
FB001961,USR02354,TOOL012,2026-02-06,2.0,Best AI tool I have used so far.,bug report,,Yes
FB001560,USR01333,TOOL002,2025-04-25,5.0,Really love using this tool daily!,Feature Request,positive,True
FB003817,USR00731,TOOL001,2025-07-09,5.0,"It is okay, nothing special.",,,N/A
FB003972,USR01458,TOOL002,2025-06-23,2.0,Saves me hours of work every week.,FEATURE REQUEST,positive,
FB003036,USR01704,TOOL007,2026-10-18,1.0,Game changer for my workflow.,Other,Positive,No
FB003621,USR01810,TOOL002,2025-02-03,2.0,Very expensive for what it offers.,Pricing,,0
FB003402,USR01620,TOOL011,2024-09-29,4.0,Best AI tool I have used so far.,Performance,NEGATIVE,False
FB003330,USR02167,TOOL004,2024-08-21,3.0,Saves me hours of work every week.,bug report,Negative,Yes
FB000967,USR01454,TOOL001,2025-11-08,4.0,"Disappointing results, expected better.",Other,Positive,No
FB000041,USR02839,TOOL003,2025-12-09,3.0,Best AI tool I have used so far.,N/A,,
FB002277,USR01926,TOOL007,2026-01-08,7.0,Incredibly fast and accurate responses.,bug report,Neutral,1
FB000998,USR02400,TOOL011,,0.0,.,Support,Neutral,False
FB002157,USR01600,TOOL002,2025-07-26,3.0,"Disappointing results, expected better.",General Feedback,Negative,N/A
FB003495,USR01663,TOOL003,2024-09-16,5.0,!!!!!,N/A,NEGATIVE,False
FB002917,USR02748,TOOL007,2024-05-24,-1.0,"It is okay, nothing special.",General Feedback,Neutral,
FB001911,USR02996,TOOL008,2025-10-18,2.0,1234,N/A,Positive,0
FB003229,USR02412,TOOL003,,2.0,Customer support is terrible.,FEATURE REQUEST,,N/A
FB001209,USR00714,TOOL005,2026-03-08,0.0,Very expensive for what it offers.,,Negative,No
FB001965,USR00076,TOOL006,2026-06-25,2.0,Incredibly fast and accurate responses.,bug report,Positive,N/A
FB003525,USR00616,TOOL004,2025-06-30,4.0,!!!!!,Bug Report,N/A,0
FB002764,USR01949,TOOL010,2026-02-12,4.0,Saves me hours of work every week.,FEATURE REQUEST,,No
FB001718,USR02234,TOOL011,2026-01-26,2.0,"It is okay, nothing special.",Other,positive,Yes
FB000735,USR00192,TOOL006,2026-07-01,1.0,Customer support is terrible.,N/A,positive,False
FB003502,USR02072,TOOL001,2025-05-07,4.0,Really love using this tool daily!,Support,positive,True
FB000194,USR02972,TOOL001,2024-07-13,1.0,Incredibly fast and accurate responses.,Feature Request,,True
FB000622,USR00929,TOOL001,2025-04-10,3.0,Really love using this tool daily!,Feature Request,Negative,No
FB001713,USR99203,TOOL010,2024-05-27,5.0,Very expensive for what it offers.,,Negative,1
FB002120,USR00096,TOOL003,2025-02-21,1.0,Really love using this tool daily!,Other,,0
FB001654,USR01430,TOOL011,2025-01-21,4.0,Does the job but nothing more.,bug report,NEGATIVE,
FB000046,USR02874,TOOL010,2024-05-26,4.0,Incredibly fast and accurate responses.,Other,positive,False
FB000925,USR00367,TOOL009,,,N/A,,Negative,
FB003028,USR02396,TOOL005,2025-12-25,-1.0,asdfjkl;,General Feedback,positive,True
FB001938,USR00788,TOOL001,2024-08-18,2.0,"Too slow, crashes often.",Bug Report,N/A,
FB000903,USR01836,TOOL001,2025-07-15,4.0,Many bugs and the UI is confusing.,Performance,,0
FB003033,USR02130,TOOL011,2025-01-29,2.0,Best AI tool I have used so far.,Bug Report,NEGATIVE,1
FB002866,USR02399,TOOL006,2026-02-16,1.0,Many bugs and the UI is confusing.,bug report,positive,1
FB001804,USR01117,TOOL003,2025-06-06,2.0,!!!!!,Other,Positive,
FB003091,USR00509,TOOL007,2024-10-27,2.0,"Disappointing results, expected better.",FEATURE REQUEST,,N/A
FB001491,USR01381,TOOL003,2024-11-05,5.0,Really love using this tool daily!,Pricing,,True
FB001510,USR01168,TOOL002,2024-12-27,,N/A,Other,N/A,False
FB000464,USR00034,TOOL009,2025-07-18,4.0,Does the job but nothing more.,Performance,Positive,False
FB003017,USR00054,TOOL004,2026-02-06,3.0,Saves me hours of work every week.,Feature Request,Neutral,No
FB003994,USR02633,TOOL005,,3.0,!!!!!,,Neutral,True
FB002669,USR01879,TOOL003,2024-09-02,1.0,,FEATURE REQUEST,Neutral,N/A
FB003990,USR01122,TOOL006,2025-05-16,4.0,Really love using this tool daily!,Bug Report,NEGATIVE,Yes
FB001854,USR00279,TOOL001,2026-02-24,3.0,Does the job but nothing more.,Support,,N/A
FB002693,USR00165,TOOL002,2024-09-05,3.0,Does the job but nothing more.,Pricing,N/A,Yes
FB003662,USR01900,TOOL011,2025-03-05,3.0,"Too slow, crashes often.",Pricing,positive,True
FB003824,USR02062,TOOL009,2025-06-24,3.0,Incredibly fast and accurate responses.,Other,NEGATIVE,True
FB002884,USR02280,TOOL002,2025-08-23,3.0,Best AI tool I have used so far.,Performance,N/A,0
FB003435,USR02193,TOOL009,2025-09-04,2.0,,,N/A,0
FB000027,USR01653,TOOL008,2025-04-08,1.0,Best AI tool I have used so far.,Bug Report,,Yes
FB003046,USR01396,TOOL012,2024-06-10,2.0,.,General Feedback,Neutral,False
FB001137,USR00081,TOOL007,2024-10-25,9.0,,,Neutral,
FB000038,USR02430,TOOL010,2025-09-21,4.0,1234,Support,Negative,
FB003554,USR01616,TOOL007,2026-01-20,4.0,Customer support is terrible.,bug report,Positive,No
FB002534,USR00547,TOOL004,2026-05-04,3.0,Customer support is terrible.,General Feedback,Neutral,True
FB001843,USR00745,TOOL004,2024-05-18,1.0,Very expensive for what it offers.,General Feedback,N/A,Yes
FB002088,USR99737,TOOL010,2025-11-17,1.0,"Disappointing results, expected better.",Other,NEGATIVE,
FB001138,USR01705,TOOL004,2026-03-20,3.0,,Performance,N/A,1
FB003512,USR02561,TOOL003,2025-10-23,1.0,Really love using this tool daily!,Performance,Positive,0
FB003909,USR02756,TOOL002,2025-12-31,5.0,Saves me hours of work every week.,bug report,,Yes
FB003633,USR00184,TOOL005,2025-09-20,1.0,Very expensive for what it offers.,Other,N/A,0
FB001870,USR01480,TOOL001,,2.0,Really love using this tool daily!,N/A,Negative,False
FB000114,USR00926,TOOL011,2025-04-01,3.0,Customer support is terrible.,Performance,N/A,N/A
FB000083,USR01715,TOOL001,2026-02-14,2.0,Game changer for my workflow.,FEATURE REQUEST,Negative,Yes
FB001806,USR02064,TOOL004,2025-06-02,1.0,Best AI tool I have used so far.,Bug Report,Neutral,False
FB001539,USR01676,TOOL011,2025-05-22,3.0,Saves me hours of work every week.,N/A,Positive,No
FB003141,USR00162,TOOL004,2025-06-04,2.0,Game changer for my workflow.,Bug Report,N/A,N/A
FB002809,USR02515,TOOL009,2025-02-27,4.0,Incredibly fast and accurate responses.,General Feedback,N/A,N/A
FB003375,USR01039,TOOL004,2025-07-31,1.0,Incredibly fast and accurate responses.,N/A,Neutral,No
FB001706,USR00887,TOOL008,2024-09-10,1.0,Does the job but nothing more.,Feature Request,Neutral,False
FB003359,USR01713,TOOL004,2024-06-20,1.0,.,Pricing,,False
FB002150,USR01857,TOOL010,2025-04-22,5.0,Does the job but nothing more.,Other,NEGATIVE,N/A
FB002709,USR01048,TOOL012,2025-08-05,4.0,1234,Pricing,Positive,Yes
FB001496,USR02807,TOOL001,2026-01-23,5.0,"It is okay, nothing special.",N/A,Negative,
FB001257,USR00516,TOOL008,2025-06-26,1.0,Average product.,Performance,N/A,Yes
FB002692,USR99425,TOOL009,2024-06-06,3.0,Game changer for my workflow.,Other,positive,False
FB002051,USR02991,TOOL004,2024-12-22,-1.0,Incredibly fast and accurate responses.,Other,Neutral,Yes
FB002465,USR01154,TOOL008,2024-10-17,1.0,N/A,Other,N/A,No
FB003455,USR02803,TOOL006,2025-09-09,1.0,Really love using this tool daily!,Feature Request,Neutral,True
FB000732,USR00309,TOOL003,,5.0,Average product.,Feature Request,N/A,False
FB003812,USR00128,TOOL003,2026-02-06,3.0,Does the job but nothing more.,Pricing,NEGATIVE,N/A
FB003786,USR01409,TOOL008,2024-08-27,0.0,Average product.,Performance,Positive,True
FB002608,USR00354,TOOL011,2024-08-19,3.0,"Disappointing results, expected better. â€™ â€œ",bug report,positive,N/A
FB000260,USR02527,TOOL009,2024-08-28,1.0,Game changer for my workflow.,Performance,N/A,Yes
FB001330,USR02536,TOOL007,2025-08-11,2.0,Saves me hours of work every week.,Pricing,NEGATIVE,False
FB001966,USR00881,TOOL003,2025-07-09,3.0,Best AI tool I have used so far.,Support,N/A,1
FB002174,USR01175,TOOL012,2024-05-22,1.0,Average product.,FEATURE REQUEST,N/A,1
FB002820,USR01714,TOOL003,2025-02-25,3.0,,bug report,positive,Yes
FB001054,USR01776,TOOL005,2025-06-14,4.0,,N/A,,1
FB001130,USR01646,TOOL008,2025-06-16,3.0,"It is okay, nothing special.",General Feedback,N/A,N/A
FB001072,USR01221,TOOL002,2024-12-27,1.0,Does the job but nothing more.,Feature Request,positive,Yes
FB002911,USR01145,TOOL012,2026-04-01,4.0,Very expensive for what it offers.,,Neutral,0
FB003088,USR99824,TOOL003,2025-08-31,2.0,Game changer for my workflow.,Feature Request,NEGATIVE,False
FB000544,USR01385,TOOL009,2026-05-06,5.0,Customer support is terrible.,,positive,N/A
FB002996,USR99222,TOOL010,2026-01-29,3.0,"Too slow, crashes often.",Feature Request,positive,0
FB003692,USR01660,TOOL010,2026-01-18,,Game changer for my workflow.,Support,,1
FB003717,USR01113,TOOL006,2025-08-11,1.0,Game changer for my workflow.,Other,Positive,False
FB000170,USR00218,TOOL010,2025-05-31,4.0,Does the job but nothing more.,,Negative,
FB001818,USR00582,TOOL012,2024-10-27,2.0,Really love using this tool daily!,bug report,NEGATIVE,0
FB001552,USR00922,TOOL003,2026-04-04,10.0,Really love using this tool daily!,Pricing,,True
FB003436,USR01682,TOOL007,2024-12-18,,Average product.,Other,Negative,1
FB003593,USR00439,TOOL003,2026-05-05,1.0,Really love using this tool daily!,Pricing,Positive,N/A
FB000482,USR00003,TOOL003,2025-12-19,2.0,asdfjkl;,,Negative,0
FB001341,USR00737,TOOL003,2026-01-07,4.0,Does the job but nothing more.,Other,Positive,1
FB000066,USR00158,TOOL005,2025-03-16,1.0,Game changer for my workflow.,Support,,True
FB001555,USR02336,TOOL010,2024-07-05,2.0,Incredibly fast and accurate responses.,Bug Report,positive,1
FB002474,USR02859,TOOL004,2025-06-22,2.0,Customer support is terrible.,bug report,Positive,False
FB002263,USR00058,TOOL001,2025-03-25,5.0,1234,Performance,Negative,True
FB001210,USR00137,TOOL010,2026-01-31,,!!!!!,Support,N/A,1
FB000527,USR01401,TOOL010,2026-04-12,3.0,Saves me hours of work every week.,bug report,,No
FB003946,USR00840,TOOL001,2024-06-19,5.0,1234,N/A,N/A,True
FB002446,USR00029,TOOL009,,5.0,N/A,,NEGATIVE,
FB001657,USR00127,TOOL001,2025-05-04,2.0,Very expensive for what it offers.,,NEGATIVE,1
FB000457,USR01426,TOOL003,2025-08-16,5.0,1234,bug report,Positive,No
FB002439,USR02108,TOOL010,2026-09-08,1.0,N/A,Performance,Neutral,
FB001449,USR01294,TOOL009,2024-05-15,4.0,Many bugs and the UI is confusing.,Feature Request,positive,False
FB002033,USR01874,TOOL010,2025-11-15,3.0,asdfjkl;,Bug Report,Positive,Yes
FB001501,USR99022,TOOL009,2026-02-08,3.0,asdfjkl;,General Feedback,NEGATIVE,False
FB003700,USR01130,TOOL001,,1.0,,,Neutral,1
FB001967,USR00394,TOOL007,2024-12-22,1.0,Really love using this tool daily!,Feature Request,,False
FB001595,USR01244,TOOL011,2025-05-02,5.0,Best AI tool I have used so far.,Other,Negative,False
FB000828,USR00089,TOOL011,2024-08-13,2.0,Saves me hours of work every week.,Feature Request,Positive,N/A
FB002630,USR01004,TOOL005,2025-01-10,7.0,Saves me hours of work every week.,Pricing,N/A,1
FB002891,USR01081,TOOL011,,5.0,Game changer for my workflow.,Performance,N/A,0
FB001543,USR99218,TOOL011,2025-07-06,1.0,Does the job but nothing more.,Support,Positive,False
FB000137,USR00392,TOOL010,2025-11-10,3.0,Game changer for my workflow.,Support,Positive,N/A
FB000681,USR00984,TOOL009,2025-02-18,3.0,Best AI tool I have used so far.,Performance,positive,False
FB002763,USR00924,TOOL003,2024-07-17,2.0,,Other,,N/A
FB000560,USR02231,TOOL012,2025-07-12,4.0,Average product.,bug report,Positive,No
FB001826,USR00505,TOOL001,,1.0,Best AI tool I have used so far.,N/A,Negative,
