log_id,user_id,tool_id,session_date,session_duration_minutes,prompts_per_session,prompt_category,device_type,satisfaction_score,tokens_used
LOG0014525,USR00149,TOOL009,2024-07-02 00:00:00.000000,-22.0,41.0,Code Assistant,tablet,2,3147.0
LOG0002109,USR02352,TOOL003,2025-01-28 00:00:00.000000,26.0,4.0,,Mobile,2,6282.0
LOG0000322,USR02258,TOOL003,2024-06-07 00:00:00.000000,-15.0,12.0,N/A,DESKTOP,N/A,4215.0
LOG0012123,USR02817,TOOL001,2024-02-20 00:00:00.000000,61.0,31.0,Text Generation,Mobile,0,4691.0
LOG0000170,USR01834,TOOL001,2023-01-16 00:00:00.000000,78.0,11.0,Video Generation,Web Browser,,602.0
LOG0000221,USR00501,TOOL001,2023-08-10 00:00:00.000000,24.0,-3.0,N/A,Tablet,-1,4500.0
LOG0019548,USR02098,TOOL004,2023-09-27 00:00:00.000000,50.0,-2.0,Productivity,tablet,2,1458.0
LOG0019769,USR02644,TOOL005,,88.0,-4.0,N/A,Desktop,1,2095.0
LOG0009338,USR00959,TOOL007,2023-01-24 00:00:00.000000,117.0,14.0,text generation,N/A,N/A,3467.0
LOG0021618,USR02096,TOOL001,2024-04-02 00:00:00.000000,58.0,48.0,Search & Research,mobile,4,683.0
LOG0009715,USR00537,TOOL002,2023-09-27 00:00:00.000000,70.0,28.0,,Mobile,5,2651.0
LOG0011104,USR01483,TOOL006,2023-07-30 00:00:00.000000,62.0,45.0,Code Assistant,N/A,-1,6146.0
LOG0005778,USR00523,TOOL002,2023-06-19 00:00:00.000000,114.0,10.0,Code Assistant,Tablet,N/A,7273.0
LOG0001430,USR00726,TOOL002,2024-05-30 00:00:00.000000,57.0,29.0,Search & Research,Desktop,,5141.0
LOG0013778,USR02144,TOOL002,2023-05-25 00:00:00.000000,-30.0,39.0,Search & Research,tablet,1,4368.0
LOG0008747,USR00292,TOOL002,2023-06-24 00:00:00.000000,117.0,-4.0,Search & Research,Tablet,0,7761.0
LOG0016227,USR02008,TOOL002,2024-06-13 00:00:00.000000,59.0,28.0,text generation,Mobile,0,7076.0
LOG0023822,USR01130,TOOL009,2023-05-27 00:00:00.000000,32.0,23.0,Image Generation,tablet,1,4581.0
LOG0024462,USR00717,TOOL004,2024-03-05 00:00:00.000000,12.0,25.0,text generation,Web Browser,1,4985.0
LOG0001569,USR01673,TOOL005,2024-10-29 00:00:00.000000,76.0,17.0,N/A,Mobile,0,234.0
LOG0016643,USR00133,TOOL010,2025-01-24 00:00:00.000000,102.0,45.0,Image Generation,Desktop,6,997.0
LOG0024158,USR00508,TOOL004,2024-01-25 00:00:00.000000,70.0,43.0,CODE ASSISTANT,mobile,6,5395.0
LOG0012159,USR99779,TOOL006,2024-04-02 00:00:00.000000,50.0,6.0,Code Assistant,Mobile,6,3734.0
LOG0000090,USR00214,TOOL005,2024-10-06 00:00:00.000000,2.0,44.0,N/A,,2,7545.0
LOG0010732,USR02566,TOOL010,2024-06-27 00:00:00.000000,101.0,45.0,Search & Research,tablet,3,235.0
LOG0023912,USR02450,TOOL003,2024-09-24 00:00:00.000000,23.0,16.0,,Mobile,1,6052.0
LOG0000001,USR00096,TOOL004,2024-08-14 00:00:00.000000,112.0,24.0,Video Generation,tablet,5,5366.0
LOG0004573,USR00943,TOOL001,2023-10-06 00:00:00.000000,103.0,49.0,N/A,N/A,1,4432.0
LOG0002629,USR02887,TOOL001,2024-03-08 00:00:00.000000,102.0,24.0,Image Generation,Mobile,1,6809.0
LOG0024528,USR02975,TOOL008,2024-06-25 00:00:00.000000,67.0,15.0,Search & Research,Tablet,-1,4085.0
LOG0010425,USR01212,TOOL012,2023-03-20 00:00:00.000000,117.0,37.0,Search & Research,N/A,5,1342.0
LOG0021818,USR02764,TOOL010,2023-09-18 00:00:00.000000,48.0,43.0,Text Generation,mobile,0,2352.0
LOG0024687,USR01927,TOOL008,2024-07-18 00:00:00.000000,20.0,29.0,Productivity,tablet,3,6231.0
LOG0007967,USR01538,TOOL001,2024-03-05 00:00:00.000000,36.0,2.0,,Other,1,4110.0
LOG0000829,USR01765,TOOL011,2026-10-24 02:05:25.214815,91.0,9.0,Other,DESKTOP,1,1600.0
LOG0010119,USR00710,TOOL009,2023-09-04 00:00:00.000000,9.0,-4.0,N/A,tablet,2,3400.0
LOG0005425,USR02349,TOOL006,2024-02-19 00:00:00.000000,42.0,21.0,N/A,N/A,2,2079.0
LOG0007671,USR02251,TOOL011,2023-03-17 00:00:00.000000,42.0,44.0,Other,Mobile,0,1219.0
LOG0000260,USR01827,TOOL010,2023-05-14 00:00:00.000000,95.0,7.0,N/A,Mobile,N/A,7180.0
LOG0006118,USR01112,TOOL004,2024-07-01 00:00:00.000000,45.0,4.0,Productivity,Other,-1,5081.0
LOG0006601,USR02031,TOOL012,2024-11-06 00:00:00.000000,31.0,39.0,text generation,Mobile,4,581.0
LOG0011182,USR00943,TOOL007,2024-09-07 00:00:00.000000,106.0,46.0,Video Generation,mobile,6,3446.0
LOG0014821,USR02334,TOOL003,2023-04-22 00:00:00.000000,113.0,17.0,Productivity,Tablet,2,5116.0
LOG0000963,USR01130,TOOL005,2023-08-18 00:00:00.000000,5.0,2.0,Code Assistant,mobile,0,399.0
LOG0011085,USR01306,TOOL009,2023-07-04 00:00:00.000000,83.0,19.0,Other,Mobile,-1,1351.0
LOG0004490,USR02293,TOOL012,2023-11-13 00:00:00.000000,103.0,15.0,text generation,Other,N/A,809.0
LOG0016686,USR01819,TOOL004,2023-04-23 00:00:00.000000,34.0,36.0,CODE ASSISTANT,Desktop,1,906.0
LOG0020568,USR00556,TOOL004,2024-01-24 00:00:00.000000,37.0,,N/A,Web Browser,,162.0
LOG0024724,USR01052,TOOL003,2023-06-02 00:00:00.000000,28.0,6.0,Code Assistant,Desktop,2,6373.0
LOG0022899,USR01360,TOOL007,2024-06-19 00:00:00.000000,47.0,9.0,Productivity,DESKTOP,0,2372.0
LOG0003995,USR01520,TOOL007,2023-02-23 00:00:00.000000,70.0,39.0,text generation,Other,3,5322.0
LOG0020132,USR00032,TOOL008,2023-08-06 00:00:00.000000,-17.0,48.0,N/A,DESKTOP,4,905.0
LOG0022588,USR02726,TOOL012,2023-05-28 00:00:00.000000,1.0,33.0,CODE ASSISTANT,Desktop,5,2005.0
LOG0004494,USR01305,TOOL009,2024-12-28 00:00:00.000000,14.0,16.0,,Mobile,2,2242.0
LOG0006976,USR02087,TOOL002,2024-02-07 00:00:00.000000,50.0,27.0,Image Generation,Mobile,-1,5626.0
LOG0016628,USR00891,TOOL010,2023-06-04 00:00:00.000000,96.0,41.0,,Mobile,-1,7994.0
LOG0004683,USR02016,TOOL003,2023-04-12 00:00:00.000000,3.0,44.0,N/A,N/A,-1,7179.0
LOG0008932,USR00861,TOOL002,2023-03-24 00:00:00.000000,30.0,11.0,text generation,Other,3,4436.0
LOG0019620,USR02503,TOOL008,2024-01-28 00:00:00.000000,102.0,35.0,Video Generation,tablet,1,1125.0
LOG0021620,USR01266,TOOL001,2024-06-23 00:00:00.000000,61.0,8.0,text generation,Desktop,N/A,7575.0
LOG0011394,USR01556,TOOL001,2024-04-24 00:00:00.000000,39.0,44.0,CODE ASSISTANT,Other,-1,6891.0
LOG0006126,USR02435,TOOL007,2024-03-11 00:00:00.000000,109.0,3.0,Image Generation,Mobile,0,1505.0
LOG0013377,USR00239,TOOL001,2024-06-03 00:00:00.000000,50.0,44.0,Video Generation,,0,2237.0
LOG0008467,USR01192,TOOL009,2023-12-27 00:00:00.000000,63.0,43.0,CODE ASSISTANT,Tablet,6,2412.0
LOG0016871,USR02389,TOOL001,2024-06-06 00:00:00.000000,61.0,,CODE ASSISTANT,Other,N/A,
LOG0015509,USR00907,TOOL011,2024-10-29 00:00:00.000000,115.0,40.0,N/A,mobile,0,4878.0
LOG0023148,USR00846,TOOL001,2024-09-24 00:00:00.000000,84.0,,Code Assistant,Other,N/A,7650.0
LOG0010003,USR02481,TOOL003,2023-01-25 00:00:00.000000,37.0,-2.0,,N/A,N/A,4716.0
LOG0002512,USR02174,TOOL002,2024-12-20 00:00:00.000000,-11.0,42.0,Other,Mobile,5,4198.0
LOG0018739,USR01110,TOOL002,2024-11-04 00:00:00.000000,72.0,8.0,Video Generation,Other,-1,853.0
LOG0023782,USR01441,TOOL003,2023-05-27 00:00:00.000000,-12.0,26.0,Image Generation,Desktop,0,1001.0
LOG0014104,USR00836,TOOL007,2026-05-22 02:05:25.307033,49.0,-4.0,Code Assistant,DESKTOP,N/A,164.0
LOG0005255,USR00847,TOOL012,2023-06-03 00:00:00.000000,18.0,15.0,Code Assistant,Mobile,2,
LOG0001088,USR01148,TOOL002,2024-08-19 00:00:00.000000,71.0,8.0,text generation,Desktop,1,2510.0
LOG0006623,USR02860,TOOL003,2024-05-12 00:00:00.000000,39.0,18.0,,tablet,4,2643.0
LOG0003820,USR01901,TOOL007,2024-10-23 00:00:00.000000,62.0,5.0,Productivity,tablet,3,3195.0
LOG0011465,USR00203,TOOL002,2024-12-28 00:00:00.000000,119.0,1.0,Text Generation,tablet,2,5833.0
LOG0009963,USR02477,TOOL012,2024-05-07 00:00:00.000000,62.0,3.0,Text Generation,N/A,3,4810.0
LOG0009562,USR99204,TOOL002,2024-02-23 00:00:00.000000,78.0,1.0,text generation,DESKTOP,N/A,5160.0
LOG0008261,USR01847,TOOL009,2023-10-14 00:00:00.000000,91.0,42.0,Productivity,Other,3,1019.0
LOG0008604,USR02043,TOOL001,2023-06-02 00:00:00.000000,88.0,,N/A,Mobile,6,6714.0
LOG0024193,USR02185,TOOL009,2023-02-10 00:00:00.000000,32.0,40.0,,Tablet,3,7777.0
LOG0002025,USR00300,TOOL003,2023-06-02 00:00:00.000000,40.0,34.0,Search & Research,Tablet,5,3646.0
LOG0009119,USR01388,TOOL011,2023-11-11 00:00:00.000000,89.0,15.0,Code Assistant,tablet,3,961.0
LOG0002116,USR02641,TOOL005,2024-06-06 00:00:00.000000,3.0,44.0,CODE ASSISTANT,tablet,2,4019.0
LOG0020110,USR99211,TOOL004,2023-05-21 00:00:00.000000,6.0,21.0,Other,Desktop,2,7675.0
LOG0005628,USR01535,TOOL002,2023-01-05 00:00:00.000000,7639.0,5.0,Code Assistant,tablet,6,2817.0
LOG0013291,USR00166,TOOL011,2023-12-04 00:00:00.000000,30.0,34.0,text generation,Web Browser,5,4233.0
LOG0006508,USR00555,TOOL008,2023-06-23 00:00:00.000000,104.0,17.0,text generation,N/A,2,2834.0
LOG0009277,USR02968,TOOL007,2023-11-26 00:00:00.000000,81.0,-1.0,Search & Research,Mobile,2,6022.0
LOG0023109,USR01874,TOOL012,2025-01-25 00:00:00.000000,109.0,16.0,text generation,N/A,N/A,
LOG0024110,USR01136,TOOL001,2024-11-18 00:00:00.000000,21.0,34.0,N/A,tablet,4,5505.0
LOG0011401,USR00943,TOOL004,2023-01-22 00:00:00.000000,74.0,22.0,Other,Other,2,7520.0
LOG0009014,USR01959,TOOL006,2024-07-31 00:00:00.000000,81.0,42.0,Video Generation,Other,5,5114.0
LOG0021658,USR02259,TOOL009,2023-07-26 00:00:00.000000,86.0,29.0,,Web Browser,3,1251.0
LOG0003493,USR02993,TOOL004,2023-11-14 00:00:00.000000,39.0,1.0,Productivity,DESKTOP,5,5786.0
LOG0021630,USR01951,TOOL002,2024-12-02 00:00:00.000000,1.0,3.0,Image Generation,DESKTOP,6,4215.0
LOG0005911,USR00600,TOOL010,2024-05-13 00:00:00.000000,111.0,47.0,Image Generation,Tablet,4,1698.0
LOG0009503,USR99335,TOOL004,,56.0,5.0,Video Generation,tablet,-1,7610.0
LOG0004610,USR02636,TOOL005,2024-04-16 00:00:00.000000,2.0,9.0,Code Assistant,Other,N/A,5656.0
LOG0023856,USR01903,TOOL001,2024-10-12 00:00:00.000000,41.0,3.0,text generation,N/A,0,7787.0
LOG0008748,USR01539,TOOL012,2024-10-31 00:00:00.000000,7.0,,Text Generation,DESKTOP,0,7996.0
LOG0001347,USR99973,TOOL004,2023-05-11 00:00:00.000000,44.0,17.0,Text Generation,Mobile,5,1328.0
LOG0019138,USR01606,TOOL010,2023-03-08 00:00:00.000000,25.0,2.0,Search & Research,Tablet,0,3103.0
LOG0000287,USR02498,TOOL004,2023-08-11 00:00:00.000000,57.0,8.0,Video Generation,,,490.0
LOG0019824,USR00929,TOOL001,2023-07-21 00:00:00.000000,53.0,40.0,CODE ASSISTANT,N/A,N/A,7079.0
LOG0011090,USR02875,TOOL006,2023-10-30 00:00:00.000000,29.0,37.0,Productivity,Tablet,3,1060.0
LOG0005662,USR02177,TOOL001,2024-03-16 00:00:00.000000,103.0,17.0,text generation,Web Browser,2,1277.0
LOG0015828,USR00873,TOOL001,2024-07-09 00:00:00.000000,48.0,8.0,,mobile,,6786.0
LOG0019230,USR02503,TOOL003,2024-12-26 00:00:00.000000,,23.0,Search & Research,DESKTOP,-1,6210.0
LOG0003571,USR00265,TOOL012,2023-09-25 00:00:00.000000,17.0,13.0,Productivity,Other,1,2555.0
LOG0022873,USR02013,TOOL005,2024-10-30 00:00:00.000000,46.0,9.0,Other,Other,0,1012.0
LOG0003943,USR02322,TOOL012,2023-10-21 00:00:00.000000,116.0,30.0,,DESKTOP,5,6230.0
LOG0015227,USR02620,TOOL012,2024-09-03 00:00:00.000000,-29.0,,Text Generation,Desktop,6,2064.0
LOG0002645,USR01087,TOOL007,2024-07-30 00:00:00.000000,90.0,28.0,Code Assistant,Desktop,3,7180.0
LOG0020218,USR02546,TOOL800,2024-05-18 00:00:00.000000,68.0,8.0,Other,tablet,6,6718.0
LOG0014523,USR02626,TOOL001,2023-09-10 00:00:00.000000,35.0,19.0,Video Generation,Other,4,2207.0
LOG0000660,USR99313,TOOL012,2023-07-20 00:00:00.000000,24.0,14.0,Search & Research,Web Browser,1,4208.0
LOG0016745,USR00992,TOOL005,2024-08-04 00:00:00.000000,71.0,11.0,Code Assistant,tablet,1,6917.0
LOG0016072,USR02232,TOOL004,2024-01-31 00:00:00.000000,112.0,23.0,,Desktop,6,2734.0
LOG0022159,USR00939,TOOL002,2023-07-22 00:00:00.000000,92.0,-5.0,,,2,2242.0
LOG0011830,USR02088,TOOL006,2024-12-03 00:00:00.000000,80.0,36.0,Productivity,N/A,2,692.0
LOG0012685,USR02051,TOOL003,2023-11-24 00:00:00.000000,32.0,4.0,Code Assistant,N/A,2,3596.0
LOG0009975,USR02766,TOOL010,2023-05-25 00:00:00.000000,19.0,4.0,Search & Research,Web Browser,N/A,1504.0
LOG0004360,USR02680,TOOL008,2023-09-26 00:00:00.000000,41.0,2.0,,Other,2,2361.0
LOG0023518,USR01614,TOOL005,2023-03-10 00:00:00.000000,17.0,50.0,Video Generation,tablet,5,411.0
LOG0011760,USR00168,TOOL003,2023-07-24 00:00:00.000000,81.0,15.0,Video Generation,Tablet,5,4839.0
LOG0017433,USR02447,TOOL002,2023-05-10 00:00:00.000000,48.0,6.0,N/A,Web Browser,1,6764.0
LOG0020101,USR00019,TOOL011,2023-09-19 00:00:00.000000,-6.0,47.0,Image Generation,mobile,3,5480.0
LOG0015422,USR00270,TOOL005,2024-10-03 00:00:00.000000,97.0,5.0,Code Assistant,Desktop,3,5842.0
LOG0018420,USR02198,TOOL003,2023-07-01 00:00:00.000000,5181.0,17.0,Productivity,tablet,,955.0
LOG0023696,USR00105,TOOL010,2024-10-09 00:00:00.000000,29.0,21.0,,Tablet,2,2391.0
LOG0023777,USR02212,TOOL008,2023-03-04 00:00:00.000000,46.0,,text generation,tablet,N/A,7280.0
LOG0006810,USR02771,TOOL012,2024-07-10 00:00:00.000000,26.0,43.0,,Mobile,1,1954.0
LOG0008019,USR00733,TOOL002,2024-07-07 00:00:00.000000,83.0,49.0,Productivity,,6,3642.0
LOG0018556,USR01134,TOOL004,2024-12-04 00:00:00.000000,-10.0,3.0,Text Generation,mobile,-1,4491.0
LOG0008608,USR01184,TOOL006,2023-07-25 00:00:00.000000,90.0,36.0,N/A,Web Browser,4,850.0
LOG0021664,USR00713,TOOL006,,32.0,18.0,Productivity,,2,3873.0
LOG0006787,USR01219,TOOL008,2023-02-01 00:00:00.000000,81.0,16.0,N/A,,N/A,301.0
LOG0014612,USR02150,TOOL008,2025-01-03 00:00:00.000000,20.0,31.0,,DESKTOP,0,4000.0
LOG0007836,USR00195,TOOL006,2023-09-02 00:00:00.000000,99.0,3.0,text generation,Web Browser,4,6396.0
LOG0019135,USR01145,TOOL008,2024-08-10 00:00:00.000000,100.0,40.0,Productivity,Tablet,,7796.0
LOG0012940,USR01940,TOOL003,2023-01-12 00:00:00.000000,40.0,32.0,Productivity,DESKTOP,3,5226.0
LOG0006097,USR00722,TOOL006,2024-12-19 00:00:00.000000,67.0,20.0,Video Generation,Desktop,1,3049.0
LOG0022923,USR00372,TOOL012,2024-07-05 00:00:00.000000,44.0,20.0,,mobile,0,4237.0
LOG0009351,USR00123,TOOL001,2024-10-09 00:00:00.000000,36.0,42.0,Search & Research,,2,6012.0
LOG0002231,USR00261,TOOL008,2023-06-11 00:00:00.000000,108.0,5.0,Search & Research,Desktop,-1,2793.0
LOG0019999,USR99980,TOOL012,2023-10-22 00:00:00.000000,105.0,20.0,N/A,Web Browser,2,6219.0
LOG0002104,USR01366,TOOL006,2024-01-09 00:00:00.000000,66.0,29.0,Code Assistant,Web Browser,-1,6078.0
LOG0005506,USR01418,TOOL003,2024-06-01 00:00:00.000000,86.0,12.0,Productivity,Other,-1,6858.0
LOG0012039,USR01453,TOOL004,2024-02-13 00:00:00.000000,58.0,50.0,Productivity,mobile,,1273.0
LOG0004516,USR00046,TOOL003,2024-05-27 00:00:00.000000,111.0,37.0,N/A,Mobile,1,5486.0
LOG0014930,USR02291,TOOL005,2023-07-02 00:00:00.000000,91.0,6.0,CODE ASSISTANT,Desktop,5,6403.0
LOG0005300,USR00516,TOOL003,2023-12-29 00:00:00.000000,14.0,39.0,Other,Other,N/A,6379.0
LOG0001636,USR01222,TOOL011,2024-05-08 00:00:00.000000,-24.0,6.0,Image Generation,Tablet,,6537.0
LOG0018308,USR00581,TOOL008,2024-01-14 00:00:00.000000,107.0,12.0,Video Generation,Desktop,-1,2946.0
LOG0016866,USR00190,TOOL011,2024-04-15 00:00:00.000000,106.0,11.0,text generation,Mobile,0,2593.0
LOG0017574,USR00043,TOOL400,2024-05-19 00:00:00.000000,4.0,32.0,Code Assistant,DESKTOP,6,5000.0
LOG0024339,USR02174,TOOL003,2023-08-15 00:00:00.000000,86.0,11.0,CODE ASSISTANT,Tablet,1,4612.0
LOG0011267,USR00619,TOOL001,2023-06-15 00:00:00.000000,3114.0,,Text Generation,tablet,0,1471.0
LOG0005119,USR01985,TOOL003,2023-10-22 00:00:00.000000,70.0,23.0,Productivity,N/A,3,7200.0
LOG0010981,USR02785,TOOL006,2023-05-17 00:00:00.000000,48.0,16.0,Text Generation,Web Browser,-1,5150.0
LOG0009039,USR02675,TOOL004,2024-12-26 00:00:00.000000,100.0,28.0,Other,N/A,1,5969.0
LOG0008511,USR00219,TOOL009,2024-10-28 00:00:00.000000,13.0,4.0,text generation,Tablet,6,7013.0
LOG0018607,USR01537,TOOL011,2023-12-27 00:00:00.000000,115.0,37.0,Search & Research,Other,5,5431.0
LOG0004041,USR01376,TOOL003,2024-08-02 00:00:00.000000,99.0,-5.0,Video Generation,tablet,0,5844.0
LOG0003178,USR02030,TOOL003,2023-01-24 00:00:00.000000,-17.0,16.0,Search & Research,Mobile,5,2335.0
LOG0017288,USR02280,TOOL005,2024-08-14 00:00:00.000000,87.0,17.0,Productivity,mobile,3,863.0
LOG0002653,USR01877,TOOL005,2023-04-26 00:00:00.000000,45.0,12.0,Other,mobile,N/A,4729.0
LOG0010052,USR00931,TOOL012,2024-07-03 00:00:00.000000,29.0,30.0,N/A,tablet,5,7765.0
LOG0015804,USR00771,TOOL012,2023-08-01 00:00:00.000000,5919.0,4.0,CODE ASSISTANT,,-1,2396.0
LOG0024939,USR00426,TOOL004,2024-03-17 00:00:00.000000,80.0,-5.0,Video Generation,Web Browser,1,5597.0
LOG0009533,USR02514,TOOL005,2024-04-16 00:00:00.000000,15.0,29.0,,tablet,1,5622.0
LOG0015573,USR00135,TOOL003,2024-07-31 00:00:00.000000,61.0,,text generation,Mobile,4,586.0
LOG0013539,USR00269,TOOL010,2024-07-02 00:00:00.000000,37.0,10.0,CODE ASSISTANT,Other,4,2460.0
LOG0015714,USR00521,TOOL003,2024-11-26 00:00:00.000000,120.0,27.0,Code Assistant,mobile,-1,7232.0
LOG0007102,USR99414,TOOL009,2024-09-18 00:00:00.000000,94.0,31.0,Video Generation,Desktop,2,
LOG0003573,USR02250,TOOL008,2024-08-02 00:00:00.000000,55.0,10.0,,Web Browser,2,5706.0
LOG0003520,USR02959,TOOL009,2024-10-11 00:00:00.000000,19.0,,,,0,3798.0
LOG0022502,USR00273,TOOL003,2024-11-18 00:00:00.000000,17.0,1.0,Video Generation,Desktop,1,4412.0
LOG0005499,USR02776,TOOL007,2023-09-02 00:00:00.000000,27.0,33.0,Text Generation,N/A,N/A,1050.0
LOG0002768,USR02809,TOOL004,2023-07-31 00:00:00.000000,73.0,13.0,,DESKTOP,2,5696.0
LOG0019158,USR01598,TOOL009,2023-12-29 00:00:00.000000,38.0,38.0,text generation,mobile,2,2264.0
LOG0022228,USR02117,TOOL008,2023-08-26 00:00:00.000000,58.0,,Image Generation,mobile,-1,2794.0
LOG0022798,USR00401,TOOL003,2023-12-27 00:00:00.000000,26.0,1.0,CODE ASSISTANT,tablet,6,7491.0
LOG0009350,USR01854,TOOL199,2023-07-14 00:00:00.000000,6.0,22.0,CODE ASSISTANT,tablet,0,5869.0
LOG0011213,USR00988,TOOL010,2024-02-23 00:00:00.000000,52.0,24.0,text generation,tablet,0,393.0
LOG0010588,USR02236,TOOL001,2023-01-16 00:00:00.000000,91.0,44.0,Text Generation,Web Browser,-1,4997.0
LOG0006994,USR02409,TOOL005,2023-07-01 00:00:00.000000,67.0,1.0,Other,DESKTOP,0,3828.0
LOG0007179,USR00590,TOOL002,2024-12-06 00:00:00.000000,120.0,22.0,Other,Other,N/A,2438.0
LOG0021785,USR02541,TOOL003,2023-12-16 00:00:00.000000,87.0,19.0,CODE ASSISTANT,Tablet,-1,4910.0
LOG0023885,USR02450,TOOL005,2023-03-28 00:00:00.000000,54.0,45.0,Search & Research,tablet,,2521.0
LOG0021714,USR01548,TOOL003,2024-10-03 00:00:00.000000,20.0,8.0,Video Generation,N/A,3,848.0
LOG0022053,USR00660,TOOL009,2023-12-09 00:00:00.000000,52.0,19.0,Search & Research,Web Browser,5,2566.0
LOG0019301,USR00426,TOOL001,2024-05-06 00:00:00.000000,-3.0,13.0,Search & Research,tablet,3,3949.0
LOG0024074,USR00679,TOOL001,2023-07-30 00:00:00.000000,91.0,13.0,Other,,5,4342.0
LOG0007789,USR00004,TOOL002,2023-06-28 00:00:00.000000,67.0,32.0,N/A,mobile,4,
LOG0021061,USR01637,TOOL141,2024-11-10 00:00:00.000000,71.0,49.0,Text Generation,Mobile,5,7411.0
LOG0007055,USR01149,TOOL011,2024-09-24 00:00:00.000000,52.0,12.0,,Web Browser,0,4812.0
LOG0013281,USR01592,TOOL004,2023-08-23 00:00:00.000000,40.0,42.0,,Mobile,5,7293.0
LOG0024641,USR02450,TOOL007,2024-04-01 00:00:00.000000,92.0,17.0,N/A,Web Browser,6,3786.0
LOG0008782,USR00687,TOOL008,2026-08-18 02:05:25.266688,3.0,38.0,Search & Research,Other,N/A,2157.0
LOG0022591,USR02854,TOOL009,2024-08-19 00:00:00.000000,-18.0,39.0,,,6,6363.0
LOG0016323,USR01590,TOOL002,2023-04-17 00:00:00.000000,15.0,3.0,Code Assistant,DESKTOP,6,3791.0
LOG0012117,USR02550,TOOL007,2023-01-04 00:00:00.000000,94.0,29.0,Text Generation,Tablet,,4671.0
LOG0021235,USR01191,TOOL003,2023-09-13 00:00:00.000000,108.0,15.0,Text Generation,DESKTOP,6,6654.0
LOG0008415,USR00005,TOOL002,2023-04-13 00:00:00.000000,17.0,9.0,Code Assistant,Tablet,5,2753.0
LOG0005029,USR00972,TOOL004,2023-01-12 00:00:00.000000,52.0,39.0,Text Generation,Desktop,3,187.0
LOG0018710,USR00192,TOOL010,2024-09-15 00:00:00.000000,102.0,10.0,Productivity,Mobile,6,
LOG0018145,USR00561,TOOL005,2023-01-17 00:00:00.000000,29.0,43.0,,DESKTOP,5,3289.0
LOG0003773,USR02195,TOOL012,2024-04-25 00:00:00.000000,56.0,31.0,N/A,tablet,1,167.0
LOG0021045,USR00594,TOOL001,2024-04-01 00:00:00.000000,84.0,13.0,Search & Research,Tablet,,2765.0
LOG0022026,USR00579,TOOL003,2024-02-01 00:00:00.000000,22.0,13.0,text generation,DESKTOP,5,
LOG0007944,USR00474,TOOL012,2024-11-26 00:00:00.000000,1.0,19.0,Image Generation,tablet,-1,2093.0
LOG0004668,USR00115,TOOL003,2024-08-27 00:00:00.000000,33.0,45.0,Video Generation,,5,3551.0
LOG0015695,USR02623,TOOL007,2023-04-17 00:00:00.000000,38.0,6.0,CODE ASSISTANT,Web Browser,-1,1318.0
LOG0000852,USR02615,TOOL008,2023-05-15 00:00:00.000000,5327.0,34.0,Other,Other,-1,6671.0
LOG0014328,USR02862,TOOL004,2024-12-03 00:00:00.000000,56.0,19.0,N/A,Mobile,1,1287.0
LOG0005313,USR02669,TOOL011,2024-08-04 00:00:00.000000,49.0,13.0,Text Generation,mobile,2,3368.0
LOG0011767,USR01386,TOOL001,2024-08-28 00:00:00.000000,87.0,43.0,Productivity,N/A,1,7552.0
LOG0003824,USR02266,TOOL007,2024-10-22 00:00:00.000000,-29.0,26.0,Productivity,N/A,0,726.0
LOG0013209,USR00928,TOOL008,2024-06-14 00:00:00.000000,88.0,35.0,,Desktop,6,2342.0
LOG0001975,USR01919,TOOL005,2024-09-19 00:00:00.000000,2.0,27.0,Text Generation,Web Browser,2,3160.0
LOG0001933,USR01597,TOOL001,2023-12-19 00:00:00.000000,63.0,,Other,DESKTOP,2,3730.0
LOG0000815,USR02156,TOOL006,2023-01-14 00:00:00.000000,82.0,21.0,text generation,N/A,2,2932.0
LOG0000680,USR00560,TOOL008,2023-09-10 00:00:00.000000,24.0,15.0,Code Assistant,Desktop,6,6588.0
LOG0020523,USR01105,TOOL003,,83.0,18.0,N/A,Desktop,5,4081.0
LOG0022713,USR02063,TOOL002,2023-12-21 00:00:00.000000,51.0,9.0,Video Generation,Desktop,3,4095.0
LOG0005290,USR00113,TOOL002,2024-03-12 00:00:00.000000,40.0,19.0,Text Generation,Other,,5183.0
LOG0004793,USR02661,TOOL009,2023-11-15 00:00:00.000000,15.0,16.0,Video Generation,Desktop,-1,5427.0
LOG0004322,USR00841,TOOL009,2023-07-31 00:00:00.000000,69.0,28.0,,Web Browser,N/A,7653.0
LOG0017386,USR01632,TOOL001,,7.0,15.0,Text Generation,Mobile,N/A,362.0
LOG0008717,USR00099,TOOL003,2023-12-17 00:00:00.000000,5.0,14.0,Search & Research,DESKTOP,0,2783.0
LOG0012654,USR02967,TOOL003,2024-11-01 00:00:00.000000,109.0,31.0,CODE ASSISTANT,mobile,0,7193.0
LOG0019883,USR02780,TOOL004,2023-01-19 00:00:00.000000,108.0,20.0,,Mobile,0,7590.0
LOG0013727,USR02193,TOOL001,2023-10-23 00:00:00.000000,83.0,10.0,Search & Research,mobile,6,6736.0
LOG0003834,USR00511,TOOL001,2024-12-05 00:00:00.000000,14.0,14.0,Video Generation,DESKTOP,,555.0
LOG0012043,USR01979,TOOL011,2023-05-04 00:00:00.000000,46.0,26.0,Code Assistant,Tablet,2,4149.0
LOG0005317,USR00451,TOOL012,2024-12-03 00:00:00.000000,18.0,17.0,Video Generation,Tablet,5,1065.0
